Id,Title,Field_common_malay_title,Field_common_mandarin_title,Body,Field_common_malay_description,Field_common_mandarin_descriptio,Brand,Duty Free,Field_product_image,Category,Sub Category,Image,Field_new_arrival,Field_original_price,Field_old_price,Field_product_offer,Product Code,Field_best_seller,Field_promotions,Level,Field_created_date,Field_updated_date,Field_products_published,Field_promotion_title,Field_malay_promotion_title,Field_mandarin_promotion_title,Status,Created At,Updated At,Field_airport,Field_store_location,Field_product_terms_conditions,Field_malay_terms_and_conditions,Field_mandarin_terms_and_conditi
557,REGAL 18Y 1L,,,"<p>Chivas 18 is a uniquely rich and multi-layered whisky, meticulously blended by Master Blender Colin Scott. With 85 unique flavour notes in every drop, every taste is a new experience.</p>",,,CHIVAS,Yes,,WINE & SPIRITS,Whisky,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/CHIVAS%20REGAL%2018Y%201L.jpg,No,594,,,10002388,Yes,No,,,,,,,,True,2025-04-16 21:04:54,2025-07-29 14:07:15,"klia1, klia2, kuching, kota kinabalu, penang",Dior,<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
556,REGAL 12Y 1L,,,"<p>Chivas is a blend of many different malt and grain Scotch whiskies, matured for at least 12 years. This rich, smooth blend balances style with substance and tradition with a modern twist.</p>",,,CHIVAS,Yes,,WINE & SPIRITS,,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/CHIVAS%20REGAL%2012Y%201L.jpg,No,221,,,10002385,Yes,No,,,,,,,,True,2025-04-16 21:04:16,2025-07-29 14:07:32,"klia1, klia2, kuching","Duty Free Emporium 2, SPIRITS AND CONFECTIONERIES, SPIRITS AND CONFECTIONERIES, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, WINE &amp; CIGAR, DUTY FREE, DUTY FREE, Liquor &amp; Cigarettes, Duty Free Emporium",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
555,AVELINE PRINCESSES 200G,,,"<p>Avelines Princesses is a most delicious Swiss made almond praliné presented in a very pink and sparkling gift box. But not only a fantastic Swiss praline, it’s also but a full bunch of happiness factors to share with your loved ones.We have dedicated this promotion to all the Princesses in the world (Princesses are all women, mothers, daughters, sisters, aunties, friends), but also to all travellers looking for a girly, romantic, glamorous, or fancy special gift. Before the taste – which is also very important – there is the look, the emotions and the messaging, and this is what we have highlighted during this royal touch promotion.</p>",,,AVELINES,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/Avelines%20Princesses%20TR%20-.jpg,Yes,117,,,10215947,No,No,,,,,,,,True,2025-04-16 00:04:29,2025-05-15 09:05:16,"klia1, klia2","Duty Free Emporium 1, Chocolates, E- xpress, SPIRITS AND CONFECTIONERIES, SPIRITS AND CONFECTIONERIES, Chocolates, DUTY FREE Emporium, INTERNATIONAL ARRIVAL",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
554,OVOMALTINE ROCKS 70G,,,"<p>Ovomaltine Ovo Rocks are made of airy Ovaltine, wrapped in the finest Swiss milk chocolate. The Ovo Rocks are ideal to take away and share. Although once you've tried them, you don't want to share the Ovo Rocks anymore. They are simply a part of traveling with friends.</p>",,,OVOMALTINE,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/OVOMALTINE%20ROCKS%2070G.jpg,Yes,29,,,10216751,No,No,,,,,,,,True,2025-04-16 00:04:14,2025-05-16 16:05:45,"klia1, klia2","Duty Free Emporium 1, Duty Free Emporium 2, Chocolates, DUTY FREE, Chocolates, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, DUTY FREE INTERNATIONAL DEPARTURE",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
553,KINDER MIX 144G,,,<p>Make the most out of your trip by offering the little ones a gift that combines a sweet treat with a cuddly toy that will soon become their favorite toy to be carried around when on holidays or home. Enjoy the unmistakable taste of Kinder inside the mix with Kinder Chocolate and Kinder Country.</p>,,,KINDER,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/KINDER%20MIX%20144G.jpg,Yes,114,,,10216717,No,No,,,,,,,,True,2025-04-16 00:04:39,2025-05-16 09:05:14,"klia1, klia2","Duty Free Emporium 1, Duty Free Emporium 2, Chocolates, DUTY FREE, Chocolates, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, DUTY FREE INTERNATIONAL DEPARTURE",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
552,KINDER CHOCO PENCIL CASE 200G,,,"<p>The new kids favourite pencil case is now available from Kinder in a gift that combines the unique taste of Kinder Chocolate with a tin box pencil case in the shape of the iconic Kinder Chocolate bar. The pencil case can be personalized by adding a picture of your kid on the transparent photo holder, or by using the stickers that will be provided inside.</p>",,,KINDER,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/KINDER%20CHOCO%20PENCIL%20CASE%20200G.jpg,Yes,78,,,10216718,No,No,,,,,,,,True,2025-04-15 23:04:32,2025-05-16 09:05:51,"klia1, klia2","Duty Free Emporium 1, Duty Free Emporium 2, Chocolates, DUTY FREE, Chocolates, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, DUTY FREE INTERNATIONAL DEPARTURE",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
551,CHUPA CHUPS POUCH BAG STRAWBERRY LOVE 300G,,,"<p>Chupa Chups strawberry love pouch brings together 3 gourmet recipes, strawberry, sour strawberry and milk strawberry. Lollipops are gluten-free, sweeteners, artificial colours and 0% fat no wonder they are so delicious. Chupa Chups, a max of fun with just a lollipop, from generation to generations. The strawberry love bag is a new must-have for parties and birthday snacks. Whatever the occasion. Chupa Chups pacifiers can be shared with friends, family, and even colleagues. The strawberry love lollipops are also very popular for a relaxing time at work. Chupa Chups is committed to using less plastic.</p>
",,,CHUPA CHUPS,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/CHUPA%20CHUPS%20POUCH%20BAG%20STRAWBERRY%20LOVE%20300G.jpg,Yes,43,86,50,10210630,No,No,,,,,,,,True,2025-04-15 23:04:51,2025-07-22 16:07:31,"klia1, klia2","Duty Free Emporium 1, Duty Free Emporium 2, Chocolates, DUTY FREE, Chocolates, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, DUTY FREE INTERNATIONAL DEPARTURE",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
550,MUNZ AIRPLANE G/BOX 90G,,,<p>The Munz Airplane Milk Chocolate Giftbox is a delightful chocolate treat that combines the smooth and creamy taste of milk chocolate with a playful rocket-themed design.</p>,,,MUNZ,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/Munz%20Airplane%20gift%20box.jpg,Yes,99,,,10215956,No,No,,,,,,,,True,2025-04-15 23:04:09,2025-05-16 16:05:56,"klia1, kota kinabalu, penang","DUTY FREE, CHOCOLATES AND CONFECTIONERY DUTY FREE, Duty Free Emporium, Duty Free Emporium",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
549,MUNZ ROCKET G/BOX 90G,,,<p>The Munz Rocket Milk Chocolate Giftbox is a delightful chocolate treat that combines the smooth and creamy taste of milk chocolate with a playful rocket-themed design.&nbsp;</p>,,,MUNZ,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/Munz%20Rocket%20gift%20box_.jpg,Yes,99,,,10215955,No,No,,,,,,,,True,2025-04-15 23:04:08,2025-05-16 16:05:33,"klia1, kota kinabalu, penang","DUTY FREE, CHOCOLATES AND CONFECTIONERY DUTY FREE, Duty Free Emporium, Duty Free Emporium",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
547,MUNZ UNICORN G/BOX 90G,,,"<p>Inside the Unicorn Gift Box, you will find a variety of chocolate treats, including milk chocolate, white chocolate, and possibly other flavored chocolates. Each piece is carefully crafted to perfection, ensuring a smooth and velvety texture that melts in your mouth. The unicorn-themed design adds an element of fun and fantasy to the chocolate experience. Whether you're enjoying these chocolates yourself or giving them as a gift, the Unicorn Gift Box is sure to bring joy and a touch of magic to any occasion.</p>",,,MUNZ,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/Munz%20Unicorn%20gift%20box.jpg,Yes,94,,,10215950,No,No,,,,,,,,True,2025-04-15 23:04:07,2025-05-16 16:05:05,"klia1, penang, kota kinabalu","DUTY FREE, CHOCOLATES AND CONFECTIONERY DUTY FREE, Duty Free Emporium, Duty Free Emporium",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
548,MUNZ BUTTERFLY G/BOX 90G,,,"<p>Inside the Butterfly Milk Chocolate Giftbox, you'll find a selection of milk chocolate pieces adorned with intricate butterfly patterns. Each chocolate is made with high-quality ingredients and crafted to perfection, resulting in a velvety texture and rich flavor that melts in your mouth.The butterfly theme adds a touch of elegance and whimsy to the chocolate experience. Whether you're enjoying these chocolates yourself or giving them as a gift, the Butterfly Milk Chocolate Giftbox is sure to impress with its exquisite taste and visually appealing designs.</p>",,,MUNZ,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/Munz%20Butterfly%20gift%20box.jpg,Yes,94,,,10215951,No,No,,,,,,,,True,2025-04-15 23:04:07,2025-05-16 16:05:28,"klia1, penang, kota kinabalu","DUTY FREE, CHOCOLATES AND CONFECTIONERY DUTY FREE, Duty Free Emporium, Duty Free Emporium",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
546,MUNZ LADYBIRD G/BOX 90G,,,"<p>The Ladybird Milk Chocolate Giftbox is not only delicious but also visually appealing. The ladybird-shaped chocolates are beautifully designed and carefully molded, making them a delightful sight to behold. The milk chocolate has a smooth and creamy texture, melting in your mouth and releasing its rich and sweet flavor. This giftbox is perfect for special occasions or as a thoughtful gift for someone who appreciates fine chocolates. The Ladybird Milk Chocolate Giftbox from Munz combines taste, craftsmanship, and whimsical design, creating a delightful chocolate experience for both children and adults.</p>",,,MUNZ,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/Munz%20Ladybird%20gift%20box.jpg,Yes,94,,,10215949,No,No,,,,,,,,True,2025-04-15 23:04:06,2025-05-16 16:05:04,"klia1, penang, kota kinabalu","DUTY FREE, CHOCOLATES AND CONFECTIONERY DUTY FREE, Duty Free Emporium, Duty Free Emporium",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
545,MUNZ BEE G/BOX 90G,,,"<p>MUNZ Bee Swiss Milk Chocolate 90g.sugar, cocoa butter, whole MILK powder, cocoa mass, HAZELNUTS,emulsifier (SOYA-lecithin),vanilla extract, Minimum solids in chocolate: cocoa 30%/milk 14%. May contain almonds.</p>",,,MUNZ,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/Munz%20Bee%20gift%20box.jpg,Yes,99,,,10215942,No,No,,,,,,,,True,2025-04-15 23:04:05,2025-05-16 16:05:35,"klia1, penang, kota kinabalu","DUTY FREE, CHOCOLATES AND CONFECTIONERY DUTY FREE, Duty Free Emporium, Duty Free Emporium",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
544,LINDT PRALINES ASSORTED GOLD 155G,,,"<p>The Lindt Mini Pralines Mix Chocolate Collection Box is perfect to be gifted on any occasion. This box of assorted chocolate will leave your craving for more. The MINI PRALINES combine a fine selection of 32 miniature pralines, half the size but just as sophisticated. Available in premium gold and filled with 7 different pralines recipes.</p>",,,LINDT SPRUNGLI,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/LINDT%20PRALINES%20ASSORTED%20GOLD%20155G.jpeg,Yes,130,,,10181746,Yes,No,,,,,,,,True,2025-04-15 23:04:34,2025-05-16 16:05:20,"klia1, klia2","Duty Free Emporium 1, Duty Free Emporium 2, Chocolates, DUTY FREE, Chocolates, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, DUTY FREE INTERNATIONAL DEPARTURE",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
543,LINDT ASSORTED SWISS MPIECES BOX 143G,,,,,,LINDT SPRUNGLI,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/LINDT%20ASSORTED%20SWISS%20MPIECES%20BOX%20143G.jpg,Yes,130,,,10213136,Yes,No,,,,,,,,True,2025-04-15 23:04:30,2025-05-16 16:05:11,"klia1, klia2","Duty Free Emporium 1, Duty Free Emporium 2, Chocolates, DUTY FREE, Chocolates, Perfumes &amp; Cosmetics, DUTY FREE Emporium, INTERNATIONAL ARRIVAL",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
542,LINDT WHITE STRACCIATELLA 300G,,,"<p>The Lindt Gold Bar White Stracciatella 300g is an exciting combination of finest Swiss white chocolate with slivers of cocoa, inspired by one of the most renowned Italian gelato flavours. It is a sophisticated take on the popular cookies and cream flavour for chocolate connoisseurs. Presented in a golden premium packaging, it is the perfect gift for any occasion, as well as an extra-special treat to buy for oneself.</p>",,,LINDT SPRUNGLI,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/LINDT%20WHITE%20STRACCIATELLA%20300G.jpg,Yes,76,,,10214100,Yes,No,,,,,,,,True,2025-04-15 22:04:59,2025-05-16 17:05:16,"klia1, klia2","Duty Free Emporium 1, Duty Free Emporium 2, Chocolates, DUTY FREE, Chocolates, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, DUTY FREE INTERNATIONAL DEPARTURE",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
541,LINDT ASSORTED NAPS CAPTAIN SKYLA 250G,,,"<p>Discover the ideal travel gift to enchant even the youngest chocolate lovers you know with the finest Swiss Milk Chocolate created by the Lindt Master Chocolatiers, wrapped in playful travel-themed wrappers.</p>",,,LINDT SPRUNGLI,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/LINDT%20ASSORTED%20NAPS%20CAPTAIN%20SKYLA%20250G.jpg,Yes,89,,,10217447,Yes,No,,,,,,,,True,2025-04-15 22:04:46,2025-05-16 17:05:30,"klia1, klia2","Duty Free Emporium 1, Duty Free Emporium 2, Chocolates, DUTY FREE, Chocolates, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, DUTY FREE INTERNATIONAL DEPARTURE",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
540,LINDT ASSORTED NAPS CAPTAIN COCOA 250G,,,"<p>Discover the ideal travel gift to enchant even the youngest chocolate lovers you know with the finest Swiss Milk Chocolate created by the Lindt Master Chocolatiers, wrapped in playful travel-themed wrappers.</p>",,,LINDT SPRUNGLI,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/LINDT%20ASSORTED%20NAPS%20CAPTAIN%20COCOA%20250G.jpg,Yes,89,,,10217446,Yes,No,,,,,,,,True,2025-04-15 22:04:16,2025-05-16 17:05:56,"klia1, klia2","Duty Free Emporium 1, Duty Free Emporium 2, Chocolates, DUTY FREE, Chocolates, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, DUTY FREE INTERNATIONAL DEPARTURE",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
539,LINDT BAG FLIGHT CAPTAINS 114G,,,"<p>Discover the ideal travel treat to enchant even the youngest chocolate lovers you know with the finest Swiss Milk Chocolate created bythe Lindt Master Chocolatiers, wrapped in playful travel-themed wrappers.</p>",,,LINDT SPRUNGLI,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/LINDT%20BAG%20FLIGHT%20CAPTAINS%20114G.jpg,Yes,41,,,10217448,Yes,No,,,,,,,,True,2025-04-15 22:04:23,2025-05-16 17:05:52,"klia1, klia2",Duty Free Emporium 2,<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
538,VENCHI 108314 DUBLEDONI TREAT BAG 200G,,,"<p>Box containing 200g of assorted chocolates of the following types: - Milk Cream Filled Cubotti: Chocolate filled with milk cream and hazelnut paste, covered with milk chocolate. The irresistible delicacy of Venchi milk chocolate with its gentle notes of caramel, combined with the unique and persistent taste of Piedmont Hazelnuts and the milk cream - Cuor di Cacao Filled Cubotti: Chocolate filled with Cuor di Cacao cream, covered with a 75% dark chocolate shell. The celebration of Venchi dark chocolate, with its delicate and penetrating aroma.</p>",,,VENCHI,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/VENCHI%20108314%20DUBLEDONI%20TREAT%20BAG%20200G.jpg,Yes,180,,,10213990,Yes,No,,,,,,,,True,2025-04-15 22:04:25,2025-05-16 17:05:15,klia1,"Duty Free Emporium 1, Duty Free Emporium 2, Chocolates, Chocolates, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, DUTY FREE INTERNATIONAL DEPARTURE",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
537,VENCHI 104418 DOLCI ITALINI TRT BAG 200G,,,"<p>A tribute to the Italian dessert tradition! The most beloved desserts, all in one bite: Pannacotta &amp; Caramel with a drop of delicious caramel inside, Dark Almond with marzipan notes and milk and Dark Tiramisù, with three layers of coffee paste, mascarpone cream and a final touch of cocoa.</p>",,,VENCHI,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/VENCHI%20104418%20DOLCI%20ITALINI%20TRT%20BAG%20200G.jpg,Yes,180,,,10213991,Yes,No,,,,,,,,True,2025-04-15 22:04:14,2025-05-16 17:05:25,klia1,"Duty Free Emporium 1, Duty Free Emporium 2, Chocolates, DUTY FREE, Chocolates, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, DUTY FREE INTERNATIONAL DEPARTURE",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
536,VENCHI 107226 MINI BOOK MILAN 110G,,,"<p>At the age of 16, Silviano Venchi started to create chocolate in his own store. The store rapidly became one of the most appreciated confectionary shops in the city and renowned for its amazing quality and sophisticated styles. A true “chocolate boutique”.Venchi was founded in 1878, the same year Venchi launched its version of the traditional Giandujotto recipe with a minimum 32% of IGP Piedmont hazelnuts. An iconic product, symbol of Venchi’s ability of innovating while keeping faithful to the Piedmontese tradition.Today, the recipes are inspired by 140 years of heritage and art of chocolate making.</p>",,,VENCHI,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/VENCHI%20107226%20MINI%20BOOK%20MILAN%20110G.jpeg,Yes,147,,,10213977,Yes,No,,,,,,,,True,2025-04-15 22:04:43,2025-05-16 17:05:30,klia1,"Duty Free Emporium 1, Duty Free Emporium 2, Chocolates, DUTY FREE, Chocolates, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, DUTY FREE INTERNATIONAL DEPARTURE",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
535,VENCHI 107227 MINI BOOK FLORENCE 110G,,,"<p>This box contains a variety of deliciously flavored chocolates, 75% dark chocolate, dark chocolate with caramel filling, dark chocolate with hazelnut spread filling.</p>",,,VENCHI,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/VENCHI%20107227%20MINI%20BOOK%20%20FLORENCE%20110G.jpg,Yes,147,,,10213979,Yes,No,,,,,,,,True,2025-04-15 22:04:31,2025-05-16 17:05:09,klia1,"Duty Free Emporium 1, Duty Free Emporium 2, Chocolates, DUTY FREE, Chocolates, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, DUTY FREE INTERNATIONAL DEPARTURE",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
534,VENCHI 107228 MINI BOOK  ROME 110G,,,"<p>At the age of 16, Silviano Venchi started to create chocolate in his own store. The store rapidly became one of the most appreciated confectionary shops in the city and renowned for its amazing quality and sophisticated styles. A true “chocolate boutique”. Venchi was founded in 1878, the same year Venchi launched its version of the traditional Giandujotto recipe with a minimum 32% of IGP Piedmont hazelnuts. An iconic product, symbol of Venchi’s ability of innovating while keeping faithful to the Piedmontese tradition.</p>",,,VENCHI,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/VENCHI%20107228%20MINI%20BOOK%20%20ROME%20110G.jpeg,Yes,147,,,10213978,Yes,No,,,,,,,,True,2025-04-15 22:04:59,2025-05-16 17:05:48,klia1,"Duty Free Emporium 1, Duty Free Emporium 2, Chocolates, DUTY FREE, Chocolates, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, DUTY FREE INTERNATIONAL DEPARTURE",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
533,VENCHI 107229 MINI BOOK ITALY 110G,,,"<p>At the age of 16, Silviano Venchi started to create chocolate in his own store. The store rapidly became one of the most appreciated confectionary shops in the city and renowned for its amazing quality and sophisticated styles. A true “chocolate boutique”.Venchi was founded in 1878, the same year Venchi launched its version of the traditional Giandujotto recipe with a minimum 32% of IGP Piedmont hazelnuts. An iconic product, symbol of Venchi’s ability of innovating while keeping faithful to the Piedmontese tradition.Today, the recipes are inspired by 140 years of heritage and art of chocolate making.</p>",,,VENCHI,Yes,,CONFECTIONERY,Chocolate,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/VENCHI%20107229%20MINI%20BOOK%20%20ITALY%20110G.jpeg,Yes,147,,,10213980,Yes,No,,,,,,,,True,2025-04-15 22:04:15,2025-05-16 17:05:20,klia1,"DUTY FREE, DUTY FREE, SPIRITS AND CONFECTIONERIES",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
532,24/7 EDP 30ML,,,"<p>DKNY 24/7 is a new fragrance introduced by DKNY in collaboration with Inter Parfums Inc. This woody floral scent is designed to capture the energy and vibrancy of New York City. The fragrance features top notes of pink pepper, rhubarb, and Firmenish captive Quincester (crisp green sour quince scent), heart notes of rose centifolia, tuberose, and jasmine sambac, and base notes of upcycled cedarwood, sandalwood, musk, and Ambrox super.</p>
",,,DKNY,No,,BEAUTY,Perfumes,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-03/DKF95046.png,No,280,,,10220536,No,No,,,,,,,,True,2025-03-05 14:03:46,2025-05-29 09:05:08,"klia1, klia2, penang, kota kinabalu","Perfumes and Cosmetics, Perfumes &amp; Cosmetics, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, DUTY FREE INTERNATIONAL DEPARTURE, Perfumes and Cosmetics, Perfumes &amp; Cosmetics, Perfumes &amp; Cosmetics",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
